file,label
train/cifar10_train__5244.png,9
train/cifar10_train__5245.png,8
train/cifar10_train__5246.png,8
train/cifar10_train__5247.png,1
train/cifar10_train__5248.png,2
train/cifar10_train__5249.png,0
train/cifar10_train__5250.png,8
train/cifar10_train__5251.png,8
train/cifar10_train__5252.png,2
train/cifar10_train__5253.png,8
train/cifar10_train__5254.png,7
train/cifar10_train__5255.png,8
train/cifar10_train__5256.png,4
train/cifar10_train__5257.png,1
train/cifar10_train__5258.png,7
train/cifar10_train__5259.png,4
train/cifar10_train__5260.png,3
train/cifar10_train__5261.png,1
train/cifar10_train__5262.png,8
train/cifar10_train__5263.png,6
train/cifar10_train__5264.png,4
train/cifar10_train__5265.png,5
train/cifar10_train__5266.png,0
train/cifar10_train__5267.png,5
train/cifar10_train__5268.png,6
train/cifar10_train__5269.png,7
train/cifar10_train__5270.png,5
train/cifar10_train__5271.png,9
train/cifar10_train__5272.png,8
train/cifar10_train__5273.png,8
train/cifar10_train__5274.png,8
train/cifar10_train__5275.png,9
train/cifar10_train__5276.png,7
train/cifar10_train__5277.png,3
train/cifar10_train__5278.png,8
train/cifar10_train__5279.png,7
train/cifar10_train__5280.png,8
train/cifar10_train__5281.png,2
train/cifar10_train__5282.png,1
train/cifar10_train__5283.png,8
train/cifar10_train__5284.png,8
train/cifar10_train__5285.png,4
train/cifar10_train__5286.png,9
train/cifar10_train__5287.png,1
train/cifar10_train__5288.png,5
train/cifar10_train__5289.png,4
train/cifar10_train__5290.png,2
train/cifar10_train__5291.png,6
train/cifar10_train__5292.png,6
train/cifar10_train__5293.png,9
train/cifar10_train__5294.png,2
train/cifar10_train__5295.png,7
train/cifar10_train__5296.png,2
train/cifar10_train__5297.png,8
train/cifar10_train__5298.png,4
train/cifar10_train__5299.png,2
train/cifar10_train__5300.png,9
train/cifar10_train__5301.png,1
train/cifar10_train__5302.png,6
train/cifar10_train__5303.png,5
train/cifar10_train__5304.png,8
train/cifar10_train__5305.png,5
train/cifar10_train__5306.png,9
train/cifar10_train__5307.png,7
train/cifar10_train__5308.png,6
train/cifar10_train__5309.png,2
train/cifar10_train__5310.png,9
train/cifar10_train__5311.png,1
train/cifar10_train__5312.png,8
train/cifar10_train__5313.png,7
train/cifar10_train__5314.png,0
train/cifar10_train__5315.png,9
train/cifar10_train__5316.png,9
train/cifar10_train__5317.png,7
train/cifar10_train__5318.png,6
train/cifar10_train__5319.png,3
train/cifar10_train__5320.png,9
train/cifar10_train__5321.png,3
train/cifar10_train__5322.png,0
train/cifar10_train__5323.png,0
train/cifar10_train__5324.png,0
train/cifar10_train__5325.png,7
train/cifar10_train__5326.png,7
train/cifar10_train__5327.png,0
train/cifar10_train__5328.png,7
train/cifar10_train__5329.png,3
train/cifar10_train__5330.png,9
train/cifar10_train__5331.png,0
train/cifar10_train__5332.png,9
train/cifar10_train__5333.png,2
train/cifar10_train__5334.png,1
train/cifar10_train__5335.png,5
train/cifar10_train__5336.png,7
train/cifar10_train__5337.png,1
train/cifar10_train__5338.png,6
train/cifar10_train__5339.png,8
train/cifar10_train__5340.png,2
train/cifar10_train__5341.png,0
train/cifar10_train__5342.png,4
train/cifar10_train__5343.png,2
train/cifar10_train__5344.png,1
train/cifar10_train__5345.png,4
train/cifar10_train__5346.png,0
train/cifar10_train__5347.png,4
train/cifar10_train__5348.png,8
train/cifar10_train__5349.png,0
train/cifar10_train__5350.png,4
train/cifar10_train__5351.png,9
train/cifar10_train__5352.png,9
train/cifar10_train__5353.png,6
train/cifar10_train__5354.png,3
train/cifar10_train__5355.png,6
train/cifar10_train__5356.png,1
train/cifar10_train__5357.png,7
train/cifar10_train__5358.png,4
train/cifar10_train__5359.png,6
train/cifar10_train__5360.png,8
train/cifar10_train__5361.png,6
train/cifar10_train__5362.png,0
train/cifar10_train__5363.png,7
train/cifar10_train__5364.png,4
train/cifar10_train__5365.png,8
train/cifar10_train__5366.png,7
train/cifar10_train__5367.png,5
train/cifar10_train__5368.png,7
train/cifar10_train__5369.png,5
train/cifar10_train__5370.png,2
train/cifar10_train__5371.png,0
train/cifar10_train__5372.png,5
train/cifar10_train__5373.png,8
train/cifar10_train__5374.png,6
train/cifar10_train__5375.png,6
train/cifar10_train__5376.png,6
train/cifar10_train__5377.png,8
train/cifar10_train__5378.png,8
train/cifar10_train__5379.png,5
train/cifar10_train__5380.png,6
train/cifar10_train__5381.png,6
train/cifar10_train__5382.png,9
train/cifar10_train__5383.png,9
train/cifar10_train__5384.png,2
train/cifar10_train__5385.png,7
train/cifar10_train__5386.png,2
train/cifar10_train__5387.png,1
train/cifar10_train__5388.png,9
train/cifar10_train__5389.png,3
train/cifar10_train__5390.png,9
train/cifar10_train__5391.png,0
train/cifar10_train__5392.png,1
train/cifar10_train__5393.png,5
train/cifar10_train__5394.png,9
train/cifar10_train__5395.png,9
train/cifar10_train__5396.png,7
train/cifar10_train__5397.png,9
train/cifar10_train__5398.png,6
train/cifar10_train__5399.png,5
train/cifar10_train__5400.png,3
train/cifar10_train__5401.png,7
train/cifar10_train__5402.png,6
train/cifar10_train__5403.png,7
train/cifar10_train__5404.png,0
train/cifar10_train__5405.png,4
train/cifar10_train__5406.png,2
train/cifar10_train__5407.png,3
train/cifar10_train__5408.png,9
train/cifar10_train__5409.png,6
train/cifar10_train__5410.png,2
train/cifar10_train__5411.png,5
train/cifar10_train__5412.png,7
train/cifar10_train__5413.png,5
train/cifar10_train__5414.png,0
train/cifar10_train__5415.png,2
train/cifar10_train__5416.png,8
train/cifar10_train__5417.png,2
train/cifar10_train__5418.png,9
train/cifar10_train__5419.png,6
train/cifar10_train__5420.png,1
train/cifar10_train__5421.png,5
train/cifar10_train__5422.png,1
train/cifar10_train__5423.png,3
train/cifar10_train__5424.png,6
train/cifar10_train__5425.png,3
train/cifar10_train__5426.png,0
train/cifar10_train__5427.png,8
train/cifar10_train__5428.png,0
train/cifar10_train__5429.png,6
train/cifar10_train__5430.png,3
train/cifar10_train__5431.png,5
train/cifar10_train__5432.png,0
train/cifar10_train__5433.png,1
train/cifar10_train__5434.png,4
train/cifar10_train__5435.png,6
train/cifar10_train__5436.png,7
train/cifar10_train__5437.png,9
train/cifar10_train__5438.png,1
train/cifar10_train__5439.png,5
train/cifar10_train__5440.png,4
train/cifar10_train__5441.png,0
train/cifar10_train__5442.png,4
train/cifar10_train__5443.png,6
train/cifar10_train__5444.png,2
train/cifar10_train__5445.png,3
train/cifar10_train__5446.png,8
train/cifar10_train__5447.png,7
train/cifar10_train__5448.png,5
train/cifar10_train__5449.png,7
train/cifar10_train__5450.png,3
train/cifar10_train__5451.png,4
train/cifar10_train__5452.png,8
train/cifar10_train__5453.png,9
train/cifar10_train__5454.png,8
train/cifar10_train__5455.png,3
train/cifar10_train__5456.png,6
train/cifar10_train__5457.png,0
train/cifar10_train__5458.png,5
train/cifar10_train__5459.png,1
train/cifar10_train__5460.png,1
train/cifar10_train__5461.png,9
train/cifar10_train__5462.png,4
train/cifar10_train__5463.png,8
train/cifar10_train__5464.png,9
train/cifar10_train__5465.png,9
train/cifar10_train__5466.png,9
train/cifar10_train__5467.png,5
train/cifar10_train__5468.png,0
train/cifar10_train__5469.png,8
train/cifar10_train__5470.png,0
train/cifar10_train__5471.png,2
train/cifar10_train__5472.png,0
train/cifar10_train__5473.png,3
train/cifar10_train__5474.png,6
train/cifar10_train__5475.png,3
train/cifar10_train__5476.png,9
train/cifar10_train__5477.png,0
train/cifar10_train__5478.png,3
train/cifar10_train__5479.png,3
train/cifar10_train__5480.png,8
train/cifar10_train__5481.png,0
train/cifar10_train__5482.png,8
train/cifar10_train__5483.png,8
train/cifar10_train__5484.png,0
train/cifar10_train__5485.png,9
train/cifar10_train__5486.png,4
train/cifar10_train__5487.png,8
train/cifar10_train__5488.png,4
train/cifar10_train__5489.png,6
train/cifar10_train__5490.png,4
train/cifar10_train__5491.png,4
train/cifar10_train__5492.png,3
train/cifar10_train__5493.png,3
train/cifar10_train__5494.png,0
train/cifar10_train__5495.png,4
train/cifar10_train__5496.png,9
train/cifar10_train__5497.png,6
train/cifar10_train__5498.png,7
train/cifar10_train__5499.png,9
train/cifar10_train__5500.png,5
train/cifar10_train__5501.png,4
train/cifar10_train__5502.png,3
train/cifar10_train__5503.png,5
train/cifar10_train__5504.png,5
train/cifar10_train__5505.png,5
train/cifar10_train__5506.png,2
train/cifar10_train__5507.png,3
train/cifar10_train__5508.png,6
train/cifar10_train__5509.png,5
train/cifar10_train__5510.png,5
train/cifar10_train__5511.png,9
train/cifar10_train__5512.png,1
train/cifar10_train__5513.png,6
train/cifar10_train__5514.png,4
train/cifar10_train__5515.png,1
train/cifar10_train__5516.png,0
train/cifar10_train__5517.png,5
train/cifar10_train__5518.png,7
train/cifar10_train__5519.png,9
train/cifar10_train__5520.png,3
train/cifar10_train__5521.png,0
train/cifar10_train__5522.png,6
train/cifar10_train__5523.png,8
train/cifar10_train__5524.png,9
train/cifar10_train__5525.png,7
train/cifar10_train__5526.png,6
train/cifar10_train__5527.png,2
train/cifar10_train__5528.png,8
train/cifar10_train__5529.png,0
train/cifar10_train__5530.png,0
train/cifar10_train__5531.png,2
train/cifar10_train__5532.png,9
train/cifar10_train__5533.png,0
train/cifar10_train__5534.png,3
train/cifar10_train__5535.png,2
train/cifar10_train__5536.png,7
train/cifar10_train__5537.png,2
train/cifar10_train__5538.png,7
train/cifar10_train__5539.png,3
train/cifar10_train__5540.png,2
train/cifar10_train__5541.png,3
train/cifar10_train__5542.png,7
train/cifar10_train__5543.png,7
train/cifar10_train__5544.png,5
train/cifar10_train__5545.png,3
train/cifar10_train__5546.png,8
train/cifar10_train__5547.png,5
train/cifar10_train__5548.png,4
train/cifar10_train__5549.png,0
train/cifar10_train__5550.png,2
train/cifar10_train__5551.png,9
train/cifar10_train__5552.png,1
train/cifar10_train__5553.png,3
train/cifar10_train__5554.png,2
train/cifar10_train__5555.png,5
train/cifar10_train__5556.png,8
train/cifar10_train__5557.png,0
train/cifar10_train__5558.png,6
train/cifar10_train__5559.png,1
train/cifar10_train__5560.png,7
train/cifar10_train__5561.png,5
train/cifar10_train__5562.png,9
train/cifar10_train__5563.png,7
train/cifar10_train__5564.png,7
train/cifar10_train__5565.png,5
train/cifar10_train__5566.png,0
train/cifar10_train__5567.png,1
train/cifar10_train__5568.png,1
train/cifar10_train__5569.png,9
train/cifar10_train__5570.png,4
train/cifar10_train__5571.png,2
train/cifar10_train__5572.png,1
train/cifar10_train__5573.png,8
train/cifar10_train__5574.png,2
train/cifar10_train__5575.png,2
train/cifar10_train__5576.png,2
train/cifar10_train__5577.png,7
train/cifar10_train__5578.png,3
train/cifar10_train__5579.png,7
train/cifar10_train__5580.png,0
train/cifar10_train__5581.png,4
train/cifar10_train__5582.png,6
train/cifar10_train__5583.png,6
train/cifar10_train__5584.png,2
train/cifar10_train__5585.png,9
train/cifar10_train__5586.png,3
train/cifar10_train__5587.png,0
train/cifar10_train__5588.png,6
train/cifar10_train__5589.png,0
train/cifar10_train__5590.png,1
train/cifar10_train__5591.png,9
train/cifar10_train__5592.png,3
train/cifar10_train__5593.png,5
train/cifar10_train__5594.png,4
train/cifar10_train__5595.png,9
train/cifar10_train__5596.png,6
train/cifar10_train__5597.png,7
train/cifar10_train__5598.png,3
train/cifar10_train__5599.png,6
train/cifar10_train__5600.png,8
train/cifar10_train__5601.png,3
train/cifar10_train__5602.png,9
train/cifar10_train__5603.png,2
train/cifar10_train__5604.png,0
train/cifar10_train__5605.png,9
train/cifar10_train__5606.png,5
train/cifar10_train__5607.png,4
train/cifar10_train__5608.png,7
train/cifar10_train__5609.png,2
train/cifar10_train__5610.png,3
train/cifar10_train__5611.png,9
train/cifar10_train__5612.png,9
train/cifar10_train__5613.png,5
train/cifar10_train__5614.png,0
train/cifar10_train__5615.png,3
train/cifar10_train__5616.png,1
train/cifar10_train__5617.png,7
train/cifar10_train__5618.png,2
train/cifar10_train__5619.png,4
train/cifar10_train__5620.png,7
train/cifar10_train__5621.png,9
train/cifar10_train__5622.png,9
train/cifar10_train__5623.png,0
train/cifar10_train__5624.png,4
train/cifar10_train__5625.png,4
train/cifar10_train__5626.png,5
train/cifar10_train__5627.png,1
train/cifar10_train__5628.png,7
train/cifar10_train__5629.png,1
train/cifar10_train__5630.png,8
train/cifar10_train__5631.png,4
train/cifar10_train__5632.png,1
train/cifar10_train__5633.png,4
train/cifar10_train__5634.png,2
train/cifar10_train__5635.png,1
train/cifar10_train__5636.png,6
train/cifar10_train__5637.png,9
train/cifar10_train__5638.png,2
train/cifar10_train__5639.png,2
train/cifar10_train__5640.png,0
train/cifar10_train__5641.png,8
train/cifar10_train__5642.png,0
train/cifar10_train__5643.png,8
train/cifar10_train__5644.png,8
train/cifar10_train__5645.png,5
train/cifar10_train__5646.png,5
train/cifar10_train__5647.png,2
train/cifar10_train__5648.png,8
train/cifar10_train__5649.png,0
train/cifar10_train__5650.png,9
train/cifar10_train__5651.png,5
train/cifar10_train__5652.png,7
train/cifar10_train__5653.png,4
train/cifar10_train__5654.png,9
train/cifar10_train__5655.png,5
train/cifar10_train__5656.png,2
train/cifar10_train__5657.png,0
train/cifar10_train__5658.png,8
train/cifar10_train__5659.png,0
train/cifar10_train__5660.png,2
train/cifar10_train__5661.png,6
train/cifar10_train__5662.png,9
train/cifar10_train__5663.png,1
train/cifar10_train__5664.png,3
train/cifar10_train__5665.png,0
train/cifar10_train__5666.png,1
train/cifar10_train__5667.png,8
train/cifar10_train__5668.png,9
train/cifar10_train__5669.png,4
train/cifar10_train__5670.png,5
train/cifar10_train__5671.png,9
train/cifar10_train__5672.png,8
train/cifar10_train__5673.png,0
train/cifar10_train__5674.png,7
train/cifar10_train__5675.png,8
train/cifar10_train__5676.png,4
train/cifar10_train__5677.png,4
train/cifar10_train__5678.png,3
train/cifar10_train__5679.png,6
train/cifar10_train__5680.png,6
train/cifar10_train__5681.png,5
train/cifar10_train__5682.png,6
train/cifar10_train__5683.png,1
train/cifar10_train__5684.png,0
train/cifar10_train__5685.png,1
train/cifar10_train__5686.png,2
train/cifar10_train__5687.png,8
train/cifar10_train__5688.png,9
train/cifar10_train__5689.png,6
train/cifar10_train__5690.png,5
train/cifar10_train__5691.png,9
train/cifar10_train__5692.png,9
train/cifar10_train__5693.png,9
train/cifar10_train__5694.png,6
train/cifar10_train__5695.png,5
train/cifar10_train__5696.png,0
train/cifar10_train__5697.png,9
train/cifar10_train__5698.png,5
train/cifar10_train__5699.png,0
train/cifar10_train__5700.png,5
train/cifar10_train__5701.png,8
train/cifar10_train__5702.png,0
train/cifar10_train__5703.png,0
train/cifar10_train__5704.png,4
train/cifar10_train__5705.png,3
train/cifar10_train__5706.png,4
train/cifar10_train__5707.png,2
train/cifar10_train__5708.png,6
train/cifar10_train__5709.png,1
train/cifar10_train__5710.png,7
train/cifar10_train__5711.png,6
train/cifar10_train__5712.png,2
train/cifar10_train__5713.png,3
train/cifar10_train__5714.png,1
train/cifar10_train__5715.png,2
train/cifar10_train__5716.png,8
train/cifar10_train__5717.png,2
train/cifar10_train__5718.png,6
train/cifar10_train__5719.png,0
train/cifar10_train__5720.png,3
train/cifar10_train__5721.png,4
train/cifar10_train__5722.png,1
train/cifar10_train__5723.png,6
train/cifar10_train__5724.png,2
train/cifar10_train__5725.png,3
train/cifar10_train__5726.png,4
train/cifar10_train__5727.png,2
train/cifar10_train__5728.png,6
train/cifar10_train__5729.png,5
train/cifar10_train__5730.png,8
train/cifar10_train__5731.png,9
train/cifar10_train__5732.png,8
train/cifar10_train__5733.png,3
train/cifar10_train__5734.png,5
train/cifar10_train__5735.png,7
train/cifar10_train__5736.png,5
train/cifar10_train__5737.png,7
train/cifar10_train__5738.png,0
train/cifar10_train__5739.png,4
train/cifar10_train__5740.png,6
train/cifar10_train__5741.png,3
train/cifar10_train__5742.png,4
train/cifar10_train__5743.png,0
train/cifar10_train__5744.png,3
train/cifar10_train__5745.png,6
train/cifar10_train__5746.png,2
train/cifar10_train__5747.png,1
train/cifar10_train__5748.png,7
train/cifar10_train__5749.png,5
train/cifar10_train__5750.png,8
train/cifar10_train__5751.png,5
train/cifar10_train__5752.png,8
train/cifar10_train__5753.png,7
train/cifar10_train__5754.png,4
train/cifar10_train__5755.png,5
train/cifar10_train__5756.png,4
train/cifar10_train__5757.png,0
train/cifar10_train__5758.png,2
train/cifar10_train__5759.png,1
train/cifar10_train__5760.png,5
train/cifar10_train__5761.png,7
train/cifar10_train__5762.png,2
train/cifar10_train__5763.png,6
train/cifar10_train__5764.png,8
train/cifar10_train__5765.png,0
train/cifar10_train__5766.png,7
train/cifar10_train__5767.png,7
train/cifar10_train__5768.png,4
train/cifar10_train__5769.png,1
train/cifar10_train__5770.png,0
train/cifar10_train__5771.png,7
train/cifar10_train__5772.png,9
train/cifar10_train__5773.png,2
train/cifar10_train__5774.png,7
train/cifar10_train__5775.png,0
train/cifar10_train__5776.png,9
train/cifar10_train__5777.png,8
train/cifar10_train__5778.png,7
train/cifar10_train__5779.png,7
train/cifar10_train__5780.png,5
train/cifar10_train__5781.png,2
train/cifar10_train__5782.png,7
train/cifar10_train__5783.png,9
train/cifar10_train__5784.png,7
train/cifar10_train__5785.png,6
train/cifar10_train__5786.png,4
train/cifar10_train__5787.png,8
train/cifar10_train__5788.png,4
train/cifar10_train__5789.png,6
train/cifar10_train__5790.png,4
train/cifar10_train__5791.png,1
train/cifar10_train__5792.png,7
train/cifar10_train__5793.png,9
train/cifar10_train__5794.png,8
train/cifar10_train__5795.png,8
train/cifar10_train__5796.png,6
train/cifar10_train__5797.png,3
train/cifar10_train__5798.png,7
train/cifar10_train__5799.png,3
train/cifar10_train__5800.png,3
train/cifar10_train__5801.png,9
train/cifar10_train__5802.png,7
train/cifar10_train__5803.png,0
train/cifar10_train__5804.png,7
train/cifar10_train__5805.png,1
train/cifar10_train__5806.png,8
train/cifar10_train__5807.png,8
train/cifar10_train__5808.png,5
train/cifar10_train__5809.png,7
train/cifar10_train__5810.png,1
train/cifar10_train__5811.png,1
train/cifar10_train__5812.png,7
train/cifar10_train__5813.png,4
train/cifar10_train__5814.png,0
train/cifar10_train__5815.png,4
train/cifar10_train__5816.png,1
train/cifar10_train__5817.png,2
train/cifar10_train__5818.png,2
train/cifar10_train__5819.png,9
train/cifar10_train__5820.png,8
train/cifar10_train__5821.png,7
train/cifar10_train__5822.png,1
train/cifar10_train__5823.png,3
train/cifar10_train__5824.png,2
train/cifar10_train__5825.png,2
train/cifar10_train__5826.png,4
train/cifar10_train__5827.png,1
train/cifar10_train__5828.png,0
train/cifar10_train__5829.png,4
train/cifar10_train__5830.png,5
train/cifar10_train__5831.png,1
train/cifar10_train__5832.png,5
train/cifar10_train__5833.png,6
train/cifar10_train__5834.png,1
train/cifar10_train__5835.png,8
train/cifar10_train__5836.png,2
train/cifar10_train__5837.png,5
train/cifar10_train__5838.png,3
train/cifar10_train__5839.png,9
train/cifar10_train__5840.png,5
train/cifar10_train__5841.png,1
train/cifar10_train__5842.png,7
train/cifar10_train__5843.png,0
train/cifar10_train__5844.png,4
train/cifar10_train__5845.png,6
train/cifar10_train__5846.png,7
train/cifar10_train__5847.png,2
train/cifar10_train__5848.png,3
train/cifar10_train__5849.png,5
train/cifar10_train__5850.png,5
train/cifar10_train__5851.png,9
train/cifar10_train__5852.png,0
train/cifar10_train__5853.png,5
train/cifar10_train__5854.png,7
train/cifar10_train__5855.png,8
train/cifar10_train__5856.png,3
train/cifar10_train__5857.png,6
train/cifar10_train__5858.png,0
train/cifar10_train__5859.png,3
train/cifar10_train__5860.png,1
train/cifar10_train__5861.png,9
train/cifar10_train__5862.png,2
train/cifar10_train__5863.png,7
train/cifar10_train__5864.png,0
train/cifar10_train__5865.png,9
train/cifar10_train__5866.png,8
train/cifar10_train__5867.png,2
train/cifar10_train__5868.png,9
train/cifar10_train__5869.png,8
train/cifar10_train__5870.png,3
train/cifar10_train__5871.png,2
train/cifar10_train__5872.png,5
train/cifar10_train__5873.png,0
train/cifar10_train__5874.png,0
train/cifar10_train__5875.png,8
train/cifar10_train__5876.png,3
train/cifar10_train__5877.png,3
train/cifar10_train__5878.png,6
train/cifar10_train__5879.png,6
train/cifar10_train__5880.png,4
train/cifar10_train__5881.png,9
train/cifar10_train__5882.png,6
train/cifar10_train__5883.png,0
train/cifar10_train__5884.png,9
train/cifar10_train__5885.png,1
train/cifar10_train__5886.png,5
train/cifar10_train__5887.png,7
train/cifar10_train__5888.png,0
train/cifar10_train__5889.png,2
train/cifar10_train__5890.png,7
train/cifar10_train__5891.png,8
train/cifar10_train__5892.png,2
train/cifar10_train__5893.png,9
train/cifar10_train__5894.png,4
train/cifar10_train__5895.png,1
train/cifar10_train__5896.png,3
train/cifar10_train__5897.png,1
train/cifar10_train__5898.png,6
train/cifar10_train__5899.png,5
train/cifar10_train__5900.png,6
train/cifar10_train__5901.png,2
train/cifar10_train__5902.png,4
train/cifar10_train__5903.png,2
train/cifar10_train__5904.png,8
train/cifar10_train__5905.png,5
train/cifar10_train__5906.png,8
train/cifar10_train__5907.png,6
train/cifar10_train__5908.png,4
train/cifar10_train__5909.png,4
train/cifar10_train__5910.png,8
train/cifar10_train__5911.png,8
train/cifar10_train__5912.png,6
train/cifar10_train__5913.png,2
train/cifar10_train__5914.png,3
train/cifar10_train__5915.png,3
train/cifar10_train__5916.png,8
train/cifar10_train__5917.png,1
train/cifar10_train__5918.png,3
train/cifar10_train__5919.png,4
train/cifar10_train__5920.png,5
train/cifar10_train__5921.png,6
train/cifar10_train__5922.png,2
train/cifar10_train__5923.png,9
train/cifar10_train__5924.png,0
train/cifar10_train__5925.png,7
train/cifar10_train__5926.png,2
train/cifar10_train__5927.png,7
train/cifar10_train__5928.png,0
train/cifar10_train__5929.png,8
train/cifar10_train__5930.png,7
train/cifar10_train__5931.png,4
train/cifar10_train__5932.png,8
train/cifar10_train__5933.png,2
train/cifar10_train__5934.png,7
train/cifar10_train__5935.png,7
train/cifar10_train__5936.png,7
train/cifar10_train__5937.png,9
train/cifar10_train__5938.png,9
train/cifar10_train__5939.png,1
train/cifar10_train__5940.png,4
train/cifar10_train__5941.png,8
train/cifar10_train__5942.png,3
train/cifar10_train__5943.png,7
train/cifar10_train__5944.png,4
train/cifar10_train__5945.png,3
train/cifar10_train__5946.png,4
train/cifar10_train__5947.png,1
train/cifar10_train__5948.png,8
train/cifar10_train__5949.png,8
train/cifar10_train__5950.png,4
train/cifar10_train__5951.png,1
train/cifar10_train__5952.png,0
train/cifar10_train__5953.png,8
train/cifar10_train__5954.png,0
train/cifar10_train__5955.png,0
train/cifar10_train__5956.png,0
train/cifar10_train__5957.png,4
train/cifar10_train__5958.png,7
train/cifar10_train__5959.png,1
train/cifar10_train__5960.png,5
train/cifar10_train__5961.png,5
train/cifar10_train__5962.png,5
train/cifar10_train__5963.png,3
train/cifar10_train__5964.png,6
train/cifar10_train__5965.png,5
train/cifar10_train__5966.png,3
train/cifar10_train__5967.png,2
train/cifar10_train__5968.png,9
train/cifar10_train__5969.png,0
train/cifar10_train__5970.png,5
train/cifar10_train__5971.png,1
train/cifar10_train__5972.png,0
train/cifar10_train__5973.png,0
train/cifar10_train__5974.png,9
train/cifar10_train__5975.png,1
train/cifar10_train__5976.png,7
train/cifar10_train__5977.png,8
train/cifar10_train__5978.png,9
train/cifar10_train__5979.png,2
train/cifar10_train__5980.png,3
train/cifar10_train__5981.png,5
train/cifar10_train__5982.png,7
train/cifar10_train__5983.png,1
train/cifar10_train__5984.png,0
train/cifar10_train__5985.png,8
train/cifar10_train__5986.png,8
train/cifar10_train__5987.png,8
train/cifar10_train__5988.png,0
train/cifar10_train__5989.png,7
train/cifar10_train__5990.png,2
train/cifar10_train__5991.png,7
train/cifar10_train__5992.png,2
train/cifar10_train__5993.png,5
train/cifar10_train__5994.png,0
train/cifar10_train__5995.png,7
train/cifar10_train__5996.png,7
train/cifar10_train__5997.png,9
train/cifar10_train__5998.png,4
train/cifar10_train__5999.png,8
train/cifar10_train__6000.png,6
train/cifar10_train__6001.png,5
train/cifar10_train__6002.png,9
train/cifar10_train__6003.png,6
train/cifar10_train__6004.png,8
train/cifar10_train__6005.png,6
train/cifar10_train__6006.png,9
train/cifar10_train__6007.png,4
train/cifar10_train__6008.png,0
train/cifar10_train__6009.png,4
train/cifar10_train__6010.png,7
train/cifar10_train__6011.png,2
train/cifar10_train__6012.png,9
train/cifar10_train__6013.png,0
train/cifar10_train__6014.png,3
train/cifar10_train__6015.png,0
train/cifar10_train__6016.png,9
train/cifar10_train__6017.png,5
train/cifar10_train__6018.png,2
train/cifar10_train__6019.png,2
train/cifar10_train__6020.png,1
train/cifar10_train__6021.png,4
train/cifar10_train__6022.png,4
train/cifar10_train__6023.png,2
train/cifar10_train__6024.png,5
train/cifar10_train__6025.png,6
train/cifar10_train__6026.png,2
train/cifar10_train__6027.png,4
train/cifar10_train__6028.png,2
train/cifar10_train__6029.png,5
train/cifar10_train__6030.png,3
train/cifar10_train__6031.png,1
train/cifar10_train__6032.png,7
train/cifar10_train__6033.png,5
train/cifar10_train__6034.png,9
train/cifar10_train__6035.png,6
train/cifar10_train__6036.png,9
train/cifar10_train__6037.png,5
train/cifar10_train__6038.png,9
train/cifar10_train__6039.png,4
train/cifar10_train__6040.png,1
train/cifar10_train__6041.png,2
train/cifar10_train__6042.png,5
train/cifar10_train__6043.png,9
train/cifar10_train__6044.png,8
train/cifar10_train__6045.png,3
train/cifar10_train__6046.png,6
train/cifar10_train__6047.png,5
train/cifar10_train__6048.png,5
train/cifar10_train__6049.png,4
train/cifar10_train__6050.png,8
train/cifar10_train__6051.png,7
train/cifar10_train__6052.png,9
train/cifar10_train__6053.png,5
train/cifar10_train__6054.png,0
train/cifar10_train__6055.png,8
train/cifar10_train__6056.png,4
train/cifar10_train__6057.png,9
train/cifar10_train__6058.png,5
train/cifar10_train__6059.png,7
train/cifar10_train__6060.png,3
train/cifar10_train__6061.png,3
train/cifar10_train__6062.png,0
train/cifar10_train__6063.png,2
train/cifar10_train__6064.png,1
train/cifar10_train__6065.png,5
train/cifar10_train__6066.png,9
train/cifar10_train__6067.png,0
train/cifar10_train__6068.png,1
train/cifar10_train__6069.png,2
train/cifar10_train__6070.png,3
train/cifar10_train__6071.png,3
train/cifar10_train__6072.png,7
train/cifar10_train__6073.png,2
train/cifar10_train__6074.png,1
train/cifar10_train__6075.png,0
train/cifar10_train__6076.png,7
train/cifar10_train__6077.png,7
train/cifar10_train__6078.png,1
train/cifar10_train__6079.png,3
train/cifar10_train__6080.png,4
train/cifar10_train__6081.png,2
train/cifar10_train__6082.png,5
train/cifar10_train__6083.png,9
train/cifar10_train__6084.png,4
train/cifar10_train__6085.png,0
train/cifar10_train__6086.png,8
train/cifar10_train__6087.png,9
train/cifar10_train__6088.png,5
train/cifar10_train__6089.png,3
train/cifar10_train__6090.png,0
train/cifar10_train__6091.png,5
train/cifar10_train__6092.png,5
train/cifar10_train__6093.png,6
train/cifar10_train__6094.png,5
train/cifar10_train__6095.png,6
train/cifar10_train__6096.png,6
train/cifar10_train__6097.png,2
train/cifar10_train__6098.png,0
train/cifar10_train__6099.png,8
train/cifar10_train__6100.png,5
train/cifar10_train__6101.png,6
train/cifar10_train__6102.png,5
train/cifar10_train__6103.png,4
train/cifar10_train__6104.png,5
train/cifar10_train__6105.png,5
train/cifar10_train__6106.png,2
train/cifar10_train__6107.png,6
train/cifar10_train__6108.png,3
train/cifar10_train__6109.png,1
train/cifar10_train__6110.png,4
train/cifar10_train__6111.png,9
train/cifar10_train__6112.png,0
train/cifar10_train__6113.png,0
train/cifar10_train__6114.png,9
train/cifar10_train__6115.png,4
train/cifar10_train__6116.png,9
train/cifar10_train__6117.png,7
